cluster	size	words
195	37	angella_nam, anton_nam, bureau_nam, capitaine_nam, colonel_nam, criminelle_nam, directeur_nam, défense_nam, french_nam, g_nam, générale_nam, hiencar_nam, horn_nam, internationale_nam, jallas_nam, kangun_nam, li, lieutenant, lieutenant_nam, milberk_nam, ministre_nam, p_nam, premier_nam, pulp_nam, q, remplacée_nom, service_nam, sinioro_nam, surveillant_nam, sécurité_nam, t_nam, ter_nam, than_nam, travail_nam, tsar_nam, téhéran_nam, vengeance_nam
291	38	abyssal_adj, abysse_nom, abîme_nom, alvéoles_nom, boucher_ver, boyau_nom, brèche_nom, béance_nom, catacombe_nom, caverne_nom, cavité_nom, colmater_ver, creuser_ver, creux_adj, crevasse_nom, excavation_nom, fissure_nom, fond_nom, forer_ver, gouffre_nom, grotte_nom, insondable_adj, lézarde_nom, niche_nom, obstruer_ver, obturer_ver, orifice_nom, profond_adj, profond_nom, profondeur_nom, souterrain_adj, souterrain_nom, terrier_nom, trou_nom, tréfonds_nom, tunnel_nom, vide_nom, égout_nom
358	39	anémone_nom, bleuet_nom, bouquet_nom, chrysanthème_nom, coquelicot_nom, corolle_nom, dahlia_nom, effeuiller_ver, feuille_nom, feuiller_ver, fleur_nom, fleurette_nom, fleurir_ver, graminée_adj, géranium_nom, henné_nom, hortensia_nom, houppe_nom, jacinthe_nom, jardinière_nom, jonchée_nom, lis_nom, lys_nom, marguerite_nom, muguet_nom, myosotis_nom, narcisse_nom, orchidée_nom, primevère_nom, pâquerette_nom, pétale_nom, rose_nom, semis_nom, tournesol_nom, trèfle_nom, violette_nom, violettes_nom, églantine_nom, œillet_nom
205	39	austerlitz_nam, autobus_nom, autocar_nom, aérogare_nom, bus_nom, clermont, compartiment_nom, convoi_nom, diligence_nom, express_adj, express_nam, express_nom, ferrand_nam, galeries_nom, gare_nam, gare_nom, lazare_nam, lyon_nam, métro_nom, omnibus_adj, omnibus_nom, orient, orsay_nam, paris, perrache_nam, rame_nom, rapide_nom, rer_abr, sleeping_nom, station_nom, taxis_nom, terminus_nom, tgv_abr, train_nom, tram_nom, tramway_nom, wagon, wagon_nom, wagons
244	40	cadence_nom, cadencer_ver, chaotique_adj, continu_adj, continu_nom, discontinu_adj, désordonner_ver, désordonné_adj, entrecouper_ver, erratique_adj, espacer_ver, espacé_adj, hacher_ver, haché_adj, heurté_adj, ininterrompu_adj, intermittence_nom, intermittent_adj, intervalle_nom, irrégulier_adj, irrégulièrement_adv, monotone_adj, métronome_nom, ponctuer_ver, précipité_adj, rebondissant_adj, rythme_nom, rythmer_ver, rythmique_adj, régularité_nom, régulier_adj, régulièrement_adv, répétitif_adj, saccade_nom, saccader_ver, saccadé_adj, scander_ver, sifflant_adj, tempo_nom, étouffée_adj
307	41	aghoo_nam, akroûn_nam, amhao_nam, aoûn_nam, chelléens_nam, chtrâ_nam, dhôles_nom, djêha_nam, dévoreur_nom, faouhm_nam, gaw_nam, glavâ_nam, glavâ_nom, goura, guthrie_nam, gwah_nam, hareton_nam, helgvor_nam, heïgoun_nam, hiolg_nam, ironcastle_nam, kouram_nam, kzamms_nom, langre_nam, lémuriens_nam, léopard_nam, machairodus_nom, meyral_nam, nam_nam, naoh_nam, ouchr_nom, ougmar_nom, oulhamr_nom, rah_nam, tzoh_nam, urus_nam, urus_nom, wah_nam, waô_nam, zoûhr_nam, zoûhr_nom
90	41	accolade_nom, adieu_nom, affectueusement_adv, aimablement_adv, amicalement_adv, chaleureusement_adv, civilité_nom, condoléance_nom, congratuler_ver, cordialement_adv, courbette_nom, courtoisement_adv, cérémonieusement_adv, embrassade_nom, familièrement_adv, fraternellement_adv, félicitation_nom, galamment_adv, gentiment_adv, gracieusement_adv, gratitude_nom, génuflexion_nom, hand_nom, homérique_adj, incliner_ver, moult_adv, paternellement_adv, poliment_adv, protocolaire_adj, préliminaire_nom, présentation_nom, reconnaissance_nom, remerciement_nom, respectueusement_adv, révérence_nom, salamalec_nom, saluer_ver, salut_nom, salutation_nom, shake, tendrement_adv
229	41	attabler_ver, bar, bar_nam, bar_nom, bistro_nom, bistrot_nom, bouge_nom, bougnat_nom, brasserie_nom, buvette_nom, cabaret_nom, caboulot_nom, café, café_nam, cafétéria_nom, canebière_nam, cintra_nam, croissant_nam, dancing_nom, drugstore_nom, estaminet_nom, gargote_nom, guinguette_nom, kiosque_nom, korn_nam, mastroquet_nom, mess_nom, pizzeria_nom, plaza_nam, restau_nom, restaurant_nom, riche_nam, sardine_nam, snack_nom, station, tabac_nam, taverne_nam, taverne_nom, tripot_nom, troquet_nom, wepler_nam
242	41	abominablement_adv, affreusement_adv, anormalement_adv, assez_adv, atrocement_adv, bigrement_adv, bizarrement_adv, bougrement_adv, curieusement_adv, diablement_adv, drôlement_adv, effroyablement_adv, excessivement_adv, extraordinairement_adv, extrêmement_adv, fichtrement_adv, formidablement_adv, fort_adv, foutrement_adv, fâcheusement_adv, horriblement_adv, immensément_adv, incroyablement_adv, inexplicablement_adv, joliment_adv, passablement_adv, prodigieusement_adv, puissamment_adv, quoique_kon, relativement_adv, sacrément_adv, singulièrement_adv, souverainement_adv, suffisamment_adv, suprêmement_adv, terriblement_adv, trop_adv, très_adv, vachement_adv, étonnamment_adv, étrangement_adv
378	41	babil_nom, babillage_nom, bavardage_nom, chapelet_nom, cogitation_nom, contemplation_nom, diatribe_nom, discours_nom, divagation_nom, doléance_nom, démonstration_nom, dévider_ver, exhortation_nom, gesticulation_nom, harangue_nom, jérémiade_nom, lamentation_nom, laïus_nom, monologue_nom, méditation_nom, méditer_ver, objurgation_nom, plaidoyer_nom, plainte_nom, péroraison_nom, remontrance_nom, remâcher_ver, ressasser_ver, rumination_nom, ruminer_ver, réclamation_nom, récrimination_nom, réflexion_nom, réprimande_nom, rêverie_nom, sarcasme_nom, soliloque_nom, songerie_nom, tirade_nom, verbiage_nom, égrener_ver
362	41	amphithéâtre_nom, angle_nom, aquarium_nom, arène_nom, beffroi_nam, bonder_ver, bondé_adj, caque_nom, chômer_ver, coin_nom, comble_adj, coulis_adj, coulisse_nom, crèche_nom, dais_nom, désemplir_ver, encoignure_nom, enfumer_ver, estrade_nom, fakir_nam, gradin_nom, illuminé_adj, loge_nom, métropolitain_nom, nef_nom, pandémonium_nom, patronage_nom, pissotière_nom, podium_nom, recoin_nom, renfoncement_nom, ring_nom, régie_nom, siéger_ver, surélever_ver, travée_nom, tribune_nom, trôner_ver, urinoir_nom, vestiaire_nom, vieux_nam
269	41	agrafe_nom, améthyste_nom, anneau_nom, annulaire_nom, bague_nom, baguer_ver, bagues_nom, barrette_nom, bijou_nom, bracelet_nom, breloque_nom, broche_nom, camée_nom, chaîne_nom, chaînette_nom, chevalière_nom, collier_nom, couronne_nom, diadème_nom, diamant_nom, gemme_nom, gourmette_nom, jade_nom, joyau_nom, laiton_nom, lazuli_nom, maillon_nom, médaillon_nom, opale_nom, parure_nom, pendentif_nom, perle_nom, pierreries_nom, platine_nom, rubis_nom, saphir_nom, sautoir_nom, topaze_nom, turquoise_nom, émeraude_nom, épingle_nom
336	41	aisé_adj, aisément_adv, aplanir_ver, commode_adj, difficile_adj, difficilement_adv, difficulté_nom, efforcer_ver, effort_nom, empêchement_nom, essaya_ver, essayai_ver, essayaient_ver, essayais_ver, essayait_ver, essayant_ver, essayer_ver, essayez_ver, essayons_ver, essayèrent_ver, essayé_ver, facile_adj, facilement_adv, impossible_adj, inouïs_nom, insurmontable_adj, louable_adj, mal_adj, mal_adv, mal_nom, malaisé_adj, mieux_adv, méritoire_adj, obstacle_nom, parvenir_ver, peine_nom, peiner_ver, réussir_ver, surhumain_adj, tenter_ver, tâcher_ver
155	41	cinglé_nom, crise_nom, demeuré_adj, destructeur_adj, diapason_nom, dingue_nom, drogué_nom, déchaînement_nom, déchaîner_ver, délire_nom, démence_nom, dément_nom, démentiel_adj, déraison_nom, dévastateur_adj, emballement_nom, emilia_nom, folie_nom, folle_nom, folles_nom, fou_nom, frénésie_nom, furie_nom, gémissant_adj, hystérie_nom, hystérique_adj, hystérique_nom, illuminé_nom, incontrôlable_adj, incontrôlé_adj, infantile_adj, mental_nom, psychopathe_nom, sexuellement_adv, suicidaire_adj, taré_nom, transe_nom, unisson_nom, vape_nom, épilepsie_nom, épileptique_adj
54	41	ankylose_nom, ankyloser_ver, asthme_nom, chatouillement_nom, colique_nom, contraction_nom, convulsif_adj, convulsion_nom, courbatu_adj, courbature_nom, courbaturer_ver, crampe_nom, crispation_nom, diarrhée_nom, démangeaison_nom, endolori_adj, endolorir_ver, engourdir_ver, fourmillement_nom, frisson_nom, frémissement_nom, incoercible_adj, irrépressible_adj, migraine_nom, névralgie_nom, picotement_nom, picoter_ver, quinte_nom, quintes_nom, soubresaut_nom, spasme_nom, spasmodique_adj, spasmodiquement_adv, suée_nom, tic_nom, toux_nom, tremblement_nom, tressaillement_nom, vomissement_nom, élancement_nom, éternuement_nom
274	42	adalbert_nam, aldo_nam, aldo_nom, angéline_nam, archéologue_nom, becker_nam, cecina_nam, cornelius_nam, crépin_nam, crépin_nom, cyprien_nam, dine_nam, djina_nam, euphrosine_nam, euphrosine_nom, flavignol_nam, félicité_nam, gouveline_nam, helga_nam, iris_nam, kenji_nam, kenji_ver, kherson_nam, mori_nam, morosini_nam, mélie_nam, pellicorne_adj, pellicorne_nam, pellicorne_nom, pignot_nam, plan, salignac_nam, sommières_nam, tasha_nam, théobald_nam, vauxbrun_nam, vauxbrun_nom, vidal, wishbone_nam, wishbone_nom, zaccaria_nam, égyptologue_nom
171	42	alfads_nom, anakann_nam, aresmass_adj, aresmass_nam, artefact_nom, balabord_nam, boroskariak_nam, caliste_nam, consolata_nam, corall, elamia_nam, estebellia_nam, forteresse_nam, galameh_nam, galaméens_nam, ganalone_nam, golan_nam, halaïa_nam, haspalnod_nam, havoc_nam, ilone_nam, juste, kilarn_nam, madina_nom, medding_nam, miracles_nam, morts_nom, omok_nam, omok_nom, perle_nam, sarment_nam, secrets_nam, talari_nom, talaxania_nam, tark_nam, temps_nam, tormaga_nam, tormaga_nom, trinicien_nom, tuckmill_nam, val, vie_nam
351	42	arpad_nam, cecca_nam, chanoinesse_nom, düntz_nam, emmanuelle_nam, ghiliac_nam, ginevra_nam, gualbert_nam, gérald_nam, heinrich_nam, hofnik_nam, hugh_nam, héléni_nam, karoly_nam, ladislas_nam, lienkwicz_nam, lilia_nam, lilian_nam, lysis_nam, lysis_nom, lëndau_nam, magali_nam, mitzi_nam, myrtô_abr, myrtô_nam, myrtô_nom, noclare_nam, ophélia_nam, ottilie_nam, pasca_nam, renat_nam, silvio_nam, stanville_nam, terka_nam, thècle_nam, valderez_nam, valderez_ver, walther_nam, wilma_nam, wilma_ver, wladimir_nam, élie_nam
352	42	apparition_nom, arrestation_nom, arrivée_nom, capture_nom, clamser_ver, disparition_nom, découverte_nom, décès_nom, décéder_ver, départ_nom, dépôt_nam, dépôt_nom, enlèvement_nom, ensevelissement_nom, fourrière_nom, inhumation_nom, inhumer_ver, intrusion_nom, irruption_nom, levée_nom, montfaucon_nam, morgue_nam, morgue_nom, mort_nom, mourir_nom, mourir_ver, noyade_nom, pendaison_nom, prochaine_nom, périr_ver, rafle_nom, rencontre_nom, retour_nom, réapparition_nom, réveil_nom, révélation_nom, succomber_ver, suicide_nom, suicider_ver, trépas_nom, trépasser_ver, venue_nom
32	43	anders_nam, antilian_nam, beauval_nam, bolide_nom, carpenter_nam, ceroni_nam, clodion_nam, corty_nam, dean_nam, djer_nam, dorick_nam, eyry_nam, forsyth_nam, graziella_nam, great, halg_nam, harboe_nam, hartlepool_nam, hinsdale_nam, horatio_nam, hoste_nam, hosteliens_nam, howard_nam, hudelson_nam, karroly_nam, kaw, kethlen_nam, libéria_nam, magnus_nam, markel_nam, mitz_nam, moore_nam, météore_nom, patagon_nom, patterson_nam, perkins_nam, rhodes_nam, sand_nam, school_nam, seymour_nam, sirdey_nam, whaston_nam, will_nam
179	43	allah_nam, ange_nom, anges_nam, angélique_adj, archange_nom, assise_nam, bouddha_nam, brôm_nam, bénir_ver, caïn_nam, christ_nam, christ_nom, cléopâtre_nam, croix_nam, céleste_adj, dieu, dieu_nom, divin_adj, divine_nam, divinité_nom, douleur_nam, déesse_nom, icône_nom, idole_nom, jésus, madone_nom, matthieu_nam, miséricordieux_adj, nature_nam, padoue_nam, saint_adj, saint_nam, saint_nom, sainte, sainte_nam, seigneur_nam, surnaturel_adj, tutélaire_adj, unique_nam, vierge_nam, vierge_nom, éclat_nam, éternel_nam
207	43	arme_nom, arquebuse_nom, automatique_nom, barillet_nom, batte_nom, baïonnette_nom, beretta_nam, browning_nom, calibre_nom, calibrer_ver, canon_nom, carabine_nom, chargeur_nom, colt_nom, crosse_nom, crosses_nom, douille_nom, douilles_nom, flammes_nom, flingue_nom, fusil, fusil_nom, glock_nom, gourdin_nom, hallebarde_nom, lance, leigh_nom, magnum_nom, matraque_nom, mauser_nom, mitraillette_nom, mousquet_nom, pierres_nom, pistolet_nom, pétard_nom, pétoire_nom, rad_nom, revolver_nom, silencieux_nom, smith_nam, tromblon_nom, wesson_nam, winchester_nam
161	44	1er_num, août_nom, après, aujourd, avant, avril_nom, demain_adv, demain_nam, demain_nom, dimanche_nom, décembre_nom, février_nom, hier_adv, hier_nam, hier_nom, hier_ver, hui_adv, hui_nam, hui_nom, janvier_nom, jeudi_nom, jourd, journée_nom, juillet_nom, juin_nom, lendemain_nom, lundi_nom, mai_nom, mardi_nom, mars_nom, matin_nom, matinée_nom, mercredi_nom, midi_nom, novembre_nom, nuit_nom, octobre_nom, samedi_nom, septembre_nom, soir_nom, soirée_nom, surlendemain_nom, veille_nom, vendredi_nom
282	44	agonie_nom, agonisant_adj, agonisant_nom, agoniser_ver, bourreau_nom, bûcher_nom, cadavre_nom, corps_nom, couperet_nom, croque, crucifier_ver, crucifié_adj, deibler_nam, défunt_adj, défunt_nom, dépouille_nom, déterrer_ver, ensevelir_ver, enterrer_ver, exhumer_ver, fossoyeur_nom, gibet_nom, gisant_nom, guillotine_nom, linceul_nom, mitaine_nom, momie_nom, momifier_ver, moribond_nom, mort_adj, mourant_adj, mourant_nom, ossement_nom, potence_nom, profaner_ver, squelette_nom, suaire_nom, suicidé_nom, supplicier_ver, violenter_ver, vivant_adj, vivant_nom, échafaud_nom, élilou_nom
133	44	adèle_nam, apache_adj, apache_nom, bandit_nom, barbu_nam, beaumôme_nam, bec, bedeau_nam, bouzille_nam, bébé_nam, bœuf_nom, cane_nom, chemineau_nom, chonchon_nam, cul, culs, de, eau, fleur, gaz_nam, gnasse_nam, guinon_nam, guêpe_nam, jambe, jatte_nom, moche_nam, mon, mort, nalorgne_nam, nini_nam, paulet_nom, pierreuse_nom, pot, puce_nam, pérouzin_nam, pérouzin_nom, riquet_nom, rogue_nam, souteneur_nom, subite_nam, toulouche_nam, toutout_nam, zizi_nam, œil
380	44	baigner_ver, cascader_ver, couler_ver, dégouliner_ver, dégoutter_ver, détremper_ver, goutte_nom, gouttelette_nom, goutter_ver, humecter_ver, humide_adj, humidifier_ver, imbiber_ver, imprégner_ver, inonder_ver, jaillissant_adj, moite_adj, moiteur_nom, mouiller_ver, mouillé_adj, perler_ver, poisser_ver, poisseux_adj, pore_nom, ruisselant_adj, ruisseler_ver, ruisselet_nom, ruissellement_nom, répandre_ver, sourdait_ver, sourdre_ver, suer_ver, sueur_nom, suinter_ver, sécher_ver, transpiration_nom, transpirer_ver, tremper_ver, trempé_adj, vermeil_adj, écumeux_adj, égoutter_ver, épandre_ver, étaler_ver
220	44	asylum_nam, bagne_nom, cachot_nom, captivité_nom, cellulaire_adj, cellule_nom, claustration_nom, condamner_ver, détention_nom, détenu_nom, emprisonnement_nom, enfermement_nom, exil_nom, fresnes_nam, geôle_nom, geôlier_nom, inaction_nom, inactivité_nom, incarcération_nom, internement_nom, isolement_nom, lunatic, maton_nom, muter_ver, oubliette_nom, perpétuité_nom, prison_nom, prisonnier_nom, promiscuité_nom, purger_ver, pénitencier_nom, pénitentiaire_adj, reading_nam, réclusion_nom, santé_nam, sibérie_nam, stage_nom, surveillant_nom, taule_nom, échappé_nom, écoper_ver, évader_ver, évadé_nom, évasion_nom
225	44	alessandra_nam, almadès_nam, andara_nam, argor_nam, ballardieu_nam, ballardieu_ver, bruq_nam, cardinal_nam, daril_nam, dorsiàn_nam, drac_nom, dwaìn_nam, enzio_nam, fargue_nam, friedel_nam, gagnière_nam, gascon_nam, iryän_nam, kreist_nam, laincourt_nam, lames_nam, larqo_nam, leprat_nam, leprat_nom, logan_nam, lorn_nam, lorn_nom, lucq_nam, malencontre_nom, malicorne_nom, marciac_nam, myrdil_nam, mêlé_nom, narubio_nam, orwain_nam, saalda_nam, savelda_nam, skande_nam, spadassin_nom, svern_nam, téogen_nam, ugmaar_nam, vahrd_nam, yeffen_nam
182	45	ascension_nom, avancée_nom, balade_nom, cavale_nom, cheminement_nom, course_nom, descente_nom, domiciliaire_adj, déambulation_nom, end_nom, errance_nom, excursion_nom, exhumation_nom, exploration_nom, fouille_nom, glissade_nom, incursion_nom, inspection_nom, interrogatoire_nom, itinéraire_adj, itinéraire_nom, manège_nom, montée_nom, parcours_nom, perquisition_nom, poursuite_nom, progression_nom, promenade_nom, périple_nom, pérégrination_nom, raid_nom, randonnée_nom, reptation_nom, séjour_nom, tournée_nom, trajet_nom, traque_nom, traversée_nom, vacance_nom, vagabondage_nom, villégiature_nom, virée_nom, voyage_nom, week, équipée_nom
253	45	acculer_ver, acharner_ver, agresser_ver, alpaguer_ver, assassiner_ver, assommer_ver, cambrioler_ver, dessouder_ver, débusquer_ver, décimer_ver, dégommer_ver, désorganiser_ver, détrousser_ver, dévaliser_ver, embrocher_ver, espionner_ver, estourbir_ver, exterminer_ver, flinguer_ver, fusiller_ver, harceler_ver, hellsing_nam, kidnapper_ver, lyncher_ver, maraudeur_nom, massacrer_ver, molester_ver, occis_adj, pillard_nom, piller_ver, poignarder_ver, pourchasser_ver, rançonner_ver, rosser_ver, rouer_ver, séquestrer_ver, tabasser_ver, traquer_ver, trucider_ver, tuer_ver, vandale_nom, violer_ver, égorger_ver, éradiquer_ver, étriper_ver
194	45	braise_nom, brasero_nom, brasier_nom, brasiller_ver, brassée_nom, brûlant_adj, brûler_ver, bûche_nom, calciner_ver, carboniser_ver, cendre_nom, cheminée_nom, chenets_nom, chuinter_ver, consumer_ver, crachoter_ver, crépitant_adj, crépiter_ver, embrasement_nom, embraser_ver, enflammer_ver, fagot_nom, feu_nom, flamber_ver, flambée_nom, flamme_nom, flammèche_nom, fourneau_nom, foyer_nom, grésillant_adj, grésiller_ver, incandescent_adj, incendie_nom, incendier_ver, pincettes_nom, poêle_nom, regain_nom, rougeoiement_nom, rougeoyant_adj, rougeoyer_ver, sifflant_nom, tison_nom, tisonner_ver, tisonnier_nom, âtre_nom
261	45	adrénaline_nom, artère_nom, artériel_adj, bile_nom, bronche_nom, entrailles_nom, estomac_nom, fibre_nom, fiel_nom, fluide_nom, foie_nom, glande_nom, glotte_nom, gorge_nom, gosier_nom, hormone_nom, injecter_ver, intestin_nom, larynx_nom, moelle_nom, nerf_nom, neurone_nom, oculaire_adj, organe_nom, organisme_nom, poumon_nom, rate_nom, râpe_nom, sanguin_adj, sperme_nom, sécrétion_nom, terminaison_nom, trachée_nom, tripe_nom, tympan_nom, veine_nom, vertébral_adj, vessie_nom, viscère_nom, vital_adj, vocal_adj, vriller_ver, échine_nom, épinière_adj, œsophage_nom
192	45	ablution_nom, asperger_ver, bain_nom, barbier_nom, bassiner_ver, brosse_nom, brosser_ver, ciseau_nom, coiffeur_nom, cologne_nam, cosmétique_nom, dentifrice_nom, douche_nom, doucher_ver, débarbouiller_ver, démaquiller_ver, déshabiller_ver, dévêtir_ver, essorer_ver, frictionner_ver, javel_nam, laver_ver, lavé_adj, lessiver_ver, lotion_nom, nettoyer_ver, peigne_nom, peigner_ver, rasage_nom, raser_ver, rasoir_nom, rasé_adj, retaper_ver, rhabiller_ver, rincer_ver, récurer_ver, savon_nom, savonner_ver, savonnette_nom, shampooing_nom, toilette_nom, toiletter_ver, tondeuse_nom, tondre_ver, étriller_ver
368	45	accident_nom, appareillage_nom, avarie_nom, calamité_nom, catastrophe_nom, complication_nom, contretemps_nom, coïncidence_nom, danger_nom, disgrâce_nom, dégât_nom, déplorable_adj, dérangement_nom, désagrément_nom, désastre_nom, embêtement_nom, emmerde_nom, emmerdement_nom, esclandre_nom, fortuit_adj, fâcheux_adj, gâchis_nom, incident_adj, incident_nom, inconvénient_adj, inconvénient_nom, irrémédiable_adj, irréparable_adj, malentendu_nom, malheur_nom, méprise_nom, occasionner_ver, perte_nom, préjudice_nom, préoccupation_nom, péril_nom, regrettable_adj, risque_nom, réparation_nom, réparer_ver, scandale_nom, souci_nom, tracas_nom, tracasserie_nom, événement_nom
234	45	affirmait, ajoutait, commençait, conclut, continuait, criait, disait, dit, doit, déclarait, entendit, etait, expliquait, finit, fit, fût, glapit, grommelait, hurlait, interrompit, murmurait, paraît, parvint, poursuit, poursuivait, poursuivit, prétendait, put, reprenait, reprend, reprit, rugit, répond, répondait, répondit, répétait, réussit, sembla, semblait, semble, soit, sort, sourit, t, écriait
280	45	adultère_nom, agression_nom, amputation_nom, assassinat_nom, attentat_nom, avortement_nom, braquage_nom, cambriolage_nom, chantage_nom, crime_nom, criminel_adj, délit_nom, détournement_nom, effraction_nom, flagrant_adj, forfait_nom, harcèlement_nom, hold, homicide_adj, homicide_nom, impuni_adj, impunité_nom, kidnapping_nom, larcin_nom, licenciement_nom, lèse, meurtre_nom, mineur_adj, mineur_nom, mutilation_nom, méfait_nom, passionnel_adj, perpétrer_ver, piraterie_nom, prostitution_nom, punitif_adj, racket_nom, rapt_nom, recel_nom, récidive_nom, séquestration_nom, sévice_nom, usurpation_nom, viol_nom, violation_nom
297	46	aiguillage_nom, ambulance_nom, ballast_nom, bicyclette_nom, brancard_nom, brancardier_nom, brouette_nom, bulldozer_nom, bâche_nom, bâcher_ver, bécane_nom, caha_adv, cahin, cahotant_adj, cahoter_ver, caravane_nom, carriole_nom, chariot_nom, charrette_nom, charroi_nom, civière_nom, fardier_nom, ferrer_ver, ferré_adj, guidon_nom, leu_nom, loco_nom, locomotive_nom, luge_nom, mobylette_nom, motocyclette_nom, motrice_nom, patin_nom, pelleteuse_nom, rail_nom, remorque_nom, roulotte_nom, scooter_nom, terrassement_nom, tombereau_nom, tracteur_nom, trax_nom, traîneau_nom, vélo_nom, vélomoteur_nom, wagonnet_nom
323	46	abordage_nom, accusateur_adj, adverse_adj, assaut_nom, attaquant_nom, attaque_nom, attaquer_ver, brandir_ver, braquer_ver, bretteur_nom, cible_nom, contre, darder_ver, dissuasif_adj, défensif_adj, dégainer_ver, détente_nom, escrimeur_nom, esquive_nom, estoc_nom, estocade_nom, feinte_nom, feinter_ver, feu_adj, fleuret_nom, fourré_adj, gâchette_nom, intimidation_nom, leva_nom, martial_adj, mire_nom, monté_adj, mutinerie_nom, offensif_adj, offensive_nom, piquer_ver, pointer_ver, pointé_adj, recharger_ver, rengainer_ver, semonce_nom, tir_nom, tireur_nom, trique_nom, viser_ver, épauler_ver
